Title,Price,Address,Details
2 bedroom flat / apartment for rent,"₦13,000,000per annum","Off Freedom Way, Lekki, Lagos",N/A
Self contain (single rooms) for rent,"₦2,000,000per annum","Cheviview Estate, Chevron Drive, Lekki, Lagos",N/A
4 bedroom flat / apartment for sale,"₦350,000,000","Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",N/A
Church for rent,"₦130,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦850,000,000","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦14,000,000per annum","Lekki Phase One  Lekki ,lagos ,nigeria, Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom detached duplex for rent,"₦15,000,000per annum","Agungi, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦250,000,000","Bloom Haven Residences, Calabarcoastal Palm Avenue, Ikate Elegushi, Lekki, Lagos",N/A
4 bedroom house for sale,"₦150,000,000","Harris Drive,, VGC, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦4,200,000per annum","Sangotedo Ajah Lekki Lagos, Sangotedo, Ajah, Lagos",N/A
4 bedroom house for sale,"₦1,200,000,000","Gerrald, Old Ikoyi, Ikoyi, Lagos",N/A
5 bedroom detached duplex for sale,"₦3,500,000,000","Gerald, Old Ikoyi, Ikoyi, Lagos",N/A
5 bedroom detached duplex for sale,"₦450,000,000","Lekki County, Ikota, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦130,000,000","Lekki, Ikota, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦980,000,000","Cowrie Creek Estate, Ikate, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦30,000,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
1 bedroom mini flat (room and parlour) short let,"₦40,000per day","15b, Okunola Aina Str. Oasis Estate, Maryland, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦380,000,000","Gbagada, Lagos",N/A
Commercial property for rent,"₦35,000,000per annum","Victoria Island (VI), Lagos",N/A
2 bedroom flat / apartment for sale,"₦120,000,000","No2 Bankole Street Ikosie Road Oregun, Ikeja, Lagos",N/A
700 bedroom hotel / guest house joint venture,"₦12,000,000,000","Cbd, Central Business District, Abuja",N/A
Office space for rent,"₦6,000,000per annum","3rd Avenue, Gwarinpa, Abuja",N/A
4 bedroom flat / apartment for rent,"$40,000per annumapprox. ₦55,841,197","Jabi, Abuja",N/A
Residential land for sale,"₦4,000,000per plot","Crystal Garden Estate, Ibeju Agbe, Ibeju Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) short let,"₦65,000per day","Olonode Street, Alagomeji, Yaba, Lagos",N/A
1 bedroom mini flat (room and parlour) short let,"₦55,000per day","44 Olonode Street, Alagomeji, Yaba, Lagos",N/A
1 bedroom flat / apartment short let,"₦35,000per day","Commercial Avenue, Sabo, Yaba, Lagos",N/A
Self contain (single rooms) short let,"₦25,000per day","Majaro Street, Onike, Yaba, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦4,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
Mixed-use land for sale,"₦10,000,000","Imedu Village, Sangotedo, Awoyaya, Ibeju Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦650,000,000","Omole Phase 1, Ikeja, Lagos",N/A
Land for sale,"₦250,000,000","Coastal Road, Sangotedo, Ajah, Lagos",N/A
2 bedroom flat / apartment short let,"₦65,000per day","Abiodun Prime Apartment, Goodnews Estate, Sangotedo, Ajah, Lagos",N/A
4 bedroom terraced duplex for sale,"₦275,000,000","Off Adeniyi Jones, Adeniyi Jones, Ikeja, Lagos",N/A
3 bedroom flat / apartment for rent,"₦10,000,000per annum","Katampe (Main), Katampe, Abuja",N/A
4 bedroom flat / apartment short let,"₦160,000per day","Mijl Residence And Villas Ikate, Ikate, Lekki, Lagos",N/A
5 bedroom semi-detached duplex for rent,"₦50,000,000per annum","Akin Ogunlewe, Victoria Island (VI), Lagos",N/A
5 bedroom detached duplex for sale,"₦630,000,000","Victory Park Estate, Lekki, Lagos",N/A
5 bedroom semi-detached duplex for sale,"₦650,000,000","Johnson Street, Ilupeju, Lagos",N/A
Self contain (single rooms) for rent,"₦850,000per annum","Chevy View Estate, Chevron., Lekki, Lagos",N/A
3 bedroom house for rent,"₦4,000,000per annum","Adesanya Estate, Ajah, Lagos",N/A
Residential land for sale,"₦3,500,000per plot","Ibefun Village, Off Ijebu-ode/ikorodun Road, Ijebu Ode, Ogun",N/A
3 bedroom flat / apartment short let,"₦340,000per day","1412 Ahmadu Bello Way, Eko Atlantic City, Lagos",N/A
Commercial land for sale,"₦390,000,000","East West Road, Rumuosi, Port Harcourt, Rivers",N/A
1 bedroom mini flat (room and parlour) short let,"₦60,000per day","Off Admiralty Way, Beside Ebeano Supermarket, Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦110,000,000","Chevron, Lekki Phase 1, Lekki, Lagos",N/A
Mixed-use land for sale,"₦4,000,000,000","Facing Admiralty Road, Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦25,000,000per annum","Lekki Luxury Flats Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) short let,"₦150,000per day","Lekki Phase 1, Lekki, Lagos",N/A
Commercial property for rent,"₦45,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom detached duplex for rent,"₦18,000,000per annum","Orchid, Lekki Phase 2, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦130,000,000","Harris Drive, Beside Vgc, Lekki Expressway, Lekki, Lagos",N/A
4 bedroom detached duplex for rent,"₦10,000,000per annum","Harris Drive By Vgc, Lekki Expressway, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦75,000,000","Chevron Drive, Lekki Expressway, Lekki, Lagos",N/A
Mixed-use land for sale,"₦28,000,000","Close To The Bus Stop, Abule Egba, Agege, Lagos",N/A
4 bedroom house for sale,"₦150,000,000","Harris Drive, VGC, Lekki, Lagos",N/A
Self contain (single rooms) for rent,"₦1,000,000per annum","Alashela Royal Estate, Ogombo, Ajah, Lagos",N/A
4 bedroom flat / apartment for rent,"₦10,000,000per annum","Shoprite Road Jakande Bus Stop, Lekki, Lagos",N/A
2 bedroom terraced duplex for sale,"₦79,000,000","Grey Townhouses, Life Camp, Abuja",N/A
5 bedroom semi-detached duplex for sale,"₦550,000,000","Ngozi Okonjo Iweala Way, Wuye, Abuja",N/A
Residential land for sale,"₦3,500,000per square meter","Behind Market Square, Kuje, Abuja",N/A
Residential land for sale,"₦5,000,000,000","Off Awolowo  Road, Ikoyi, Lagos",N/A
4 bedroom house for sale,"₦250,000,000","Chevron, Lekki, Lagos",N/A
3 bedroom house for rent,"₦8,000,000per annum","Jahi, Abuja",N/A
4 bedroom semi-detached duplex for sale,"₦450,000,000","Femi Okunnu Phase 1 Estate, Lekki, Lekki, Lagos",N/A
Residential land for sale,"₦4,000,000per plot","Whitehills Beachfront Estate, Ode Omi, Ibeju Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦180,000,000","Ikeja GRA, Ikeja, Lagos",N/A
5 bedroom detached duplex for sale,"₦1,200,000,000","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment short let,"₦140,000per day","7 Rock Drive Rock Apartment Rock Drive Lekki Phase 1, Lekki Phase 1, Lekki, Lagos",N/A
1 bedroom flat / apartment short let,"₦130,000per day","Omorinre Johnson, Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦69,900,000","Orchid, Lekki Phase 1, Lekki, Lagos",N/A
1 bedroom flat / apartment short let,"₦100,000per day","Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦20,000,000per annum","Lekki Phase 1, Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom terraced duplex for rent,"₦14,000,000per annum","Victoria Bay 2 Annex, Off Dr Kennedy Okonkwo Drive, Osapa, Lekki, Lagos",N/A
3 bedroom flat / apartment for sale,"₦120,000,000","Horizon Experience Estate, Ikate Elegushi, Lekki, Lagos",N/A
4 bedroom terraced duplex for rent,"₦45,000,000per annum","Parkview Ikoyi, Parkview, Ikoyi, Lagos",N/A
4 bedroom terraced duplex for sale,"₦100,000,000","Harris Drive, VGC, Lekki, Lagos",N/A
3 bedroom terraced duplex for sale,"₦110,000,000","Sangotedo, Ajah, Lagos",N/A
3 bedroom flat / apartment for sale,"$30,000,000approx. ₦41,880,897,900","Old Ikoyi, Ikoyi, Lagos",N/A
2 bedroom flat / apartment short let,"₦160,000per day","Ikate, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦700,000,000","Lekki, Lagos",N/A
4 bedroom house for sale,"₦260,000,000","Chevron Toll Gate, Lekki, Lagos",N/A
3 bedroom house for rent,"₦10,000,000per annum","Ikate, Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"₦800,000,000","Bellavue, Life Camp, Abuja",N/A
4 bedroom flat / apartment for rent,"₦45,000,000per annum","Off Lugard Ave, Ikoyi, Lagos",N/A
4 bedroom flat / apartment for sale,"₦800,000,000","Victoria Island (VI), Lagos",N/A
4 bedroom semi-detached bungalow for rent,"₦18,000,000per annum","Vintage Park 2 Estate, Osapa, Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) short let,"₦55,000per day","44 Olonode Street, Alagomeji, Yaba, Lagos",N/A
Church for rent,"₦130,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦850,000,000","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦14,000,000per annum","Lekki Phase One  Lekki ,lagos ,nigeria, Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom detached duplex for rent,"₦15,000,000per annum","Agungi, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦650,000,000","Omole Phase 1, Ikeja, Lagos",N/A
4 bedroom house for sale,"₦150,000,000","Harris Drive,, VGC, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦4,200,000per annum","Sangotedo Ajah Lekki Lagos, Sangotedo, Ajah, Lagos",N/A
3 bedroom flat / apartment for rent,"₦10,000,000per annum","Katampe (Main), Katampe, Abuja",N/A
5 bedroom detached duplex for sale,"₦450,000,000","Lekki County, Ikota, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦980,000,000","Cowrie Creek Estate, Ikate, Lekki, Lagos",N/A
3 bedroom house for rent,"₦4,000,000per annum","Adesanya Estate, Ajah, Lagos",N/A
Residential land for sale,"₦3,500,000per plot","Ibefun Village, Off Ijebu-ode/ikorodun Road, Ijebu Ode, Ogun",N/A
3 bedroom flat / apartment short let,"₦340,000per day","1412 Ahmadu Bello Way, Eko Atlantic City, Lagos",N/A
Commercial land for sale,"₦390,000,000","East West Road, Rumuosi, Port Harcourt, Rivers",N/A
2 bedroom flat / apartment for rent,"₦30,000,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
1 bedroom mini flat (room and parlour) short let,"₦40,000per day","15b, Okunola Aina Str. Oasis Estate, Maryland, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦380,000,000","Gbagada, Lagos",N/A
Commercial property for rent,"₦35,000,000per annum","Victoria Island (VI), Lagos",N/A
2 bedroom flat / apartment for sale,"₦120,000,000","No2 Bankole Street Ikosie Road Oregun, Ikeja, Lagos",N/A
3 bedroom flat / apartment for sale,"₦400,000,000","Haven Pearl Estate, Haven Homes, Lekki Phase 1, Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) short let,"₦65,000per day","Olonode Street, Alagomeji, Yaba, Lagos",N/A
1 bedroom flat / apartment short let,"₦35,000per day","Commercial Avenue, Sabo, Yaba, Lagos",N/A
Self contain (single rooms) short let,"₦25,000per day","Majaro Street, Onike, Yaba, Lagos",N/A
1 bedroom mini flat (room and parlour) short let,"₦150,000per day","Lekki Phase 1, Lekki, Lagos",N/A
Commercial property for rent,"₦45,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦4,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
Mixed-use land for sale,"₦10,000,000","Imedu Village, Sangotedo, Awoyaya, Ibeju Lekki, Lagos",N/A
Land for sale,"₦250,000,000","Coastal Road, Sangotedo, Ajah, Lagos",N/A
2 bedroom flat / apartment short let,"₦65,000per day","Abiodun Prime Apartment, Goodnews Estate, Sangotedo, Ajah, Lagos",N/A
4 bedroom terraced duplex for sale,"₦275,000,000","Off Adeniyi Jones, Adeniyi Jones, Ikeja, Lagos",N/A
4 bedroom flat / apartment short let,"₦160,000per day","Mijl Residence And Villas Ikate, Ikate, Lekki, Lagos",N/A
Residential land for sale,"₦3,500,000per square meter","Behind Market Square, Kuje, Abuja",N/A
Residential land for sale,"₦5,000,000,000","Off Awolowo  Road, Ikoyi, Lagos",N/A
4 bedroom house for sale,"₦250,000,000","Chevron, Lekki, Lagos",N/A
3 bedroom house for rent,"₦8,000,000per annum","Jahi, Abuja",N/A
4 bedroom semi-detached duplex for sale,"₦450,000,000","Femi Okunnu Phase 1 Estate, Lekki, Lekki, Lagos",N/A
5 bedroom semi-detached duplex for rent,"₦50,000,000per annum","Akin Ogunlewe, Victoria Island (VI), Lagos",N/A
5 bedroom detached duplex for sale,"₦630,000,000","Victory Park Estate, Lekki, Lagos",N/A
5 bedroom semi-detached duplex for sale,"₦650,000,000","Johnson Street, Ilupeju, Lagos",N/A
Self contain (single rooms) for rent,"₦850,000per annum","Chevy View Estate, Chevron., Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦1,000,000,000","Osapa, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦180,000,000","Ikeja GRA, Ikeja, Lagos",N/A
2 bedroom flat / apartment for sale,"₦69,900,000","Orchid, Lekki Phase 1, Lekki, Lagos",N/A
1 bedroom flat / apartment short let,"₦100,000per day","Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦20,000,000per annum","Lekki Phase 1, Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦110,000,000","Chevron, Lekki Phase 1, Lekki, Lagos",N/A
Mixed-use land for sale,"₦4,000,000,000","Facing Admiralty Road, Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦25,000,000per annum","Lekki Luxury Flats Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom detached duplex for rent,"₦18,000,000per annum","Orchid, Lekki Phase 2, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦130,000,000","Harris Drive, Beside Vgc, Lekki Expressway, Lekki, Lagos",N/A
4 bedroom detached duplex for rent,"₦10,000,000per annum","Harris Drive By Vgc, Lekki Expressway, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦75,000,000","Chevron Drive, Lekki Expressway, Lekki, Lagos",N/A
3 bedroom flat / apartment for sale,"₦120,000,000","Horizon Experience Estate, Ikate Elegushi, Lekki, Lagos",N/A
Mixed-use land for sale,"₦28,000,000","Close To The Bus Stop, Abule Egba, Agege, Lagos",N/A
4 bedroom house for sale,"₦150,000,000","Harris Drive, VGC, Lekki, Lagos",N/A
Self contain (single rooms) for rent,"₦1,000,000per annum","Alashela Royal Estate, Ogombo, Ajah, Lagos",N/A
4 bedroom flat / apartment for rent,"₦45,000,000per annum","Off Lugard Ave, Ikoyi, Lagos",N/A
4 bedroom flat / apartment for sale,"₦800,000,000","Victoria Island (VI), Lagos",N/A
4 bedroom flat / apartment for rent,"₦10,000,000per annum","Shoprite Road Jakande Bus Stop, Lekki, Lagos",N/A
2 bedroom terraced duplex for sale,"₦79,000,000","Grey Townhouses, Life Camp, Abuja",N/A
5 bedroom semi-detached duplex for sale,"₦550,000,000","Ngozi Okonjo Iweala Way, Wuye, Abuja",N/A
4 bedroom semi-detached duplex short let,"₦190,000per day","Tulip Haven Estate (gate 1), Chevron Alternative, Off Chevron Drive, Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) short let,"₦60,000per day","Chemist, Akoka, Yaba, Lagos",N/A
5 bedroom detached duplex for sale,"₦1,200,000,000","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment short let,"₦140,000per day","7 Rock Drive Rock Apartment Rock Drive Lekki Phase 1, Lekki Phase 1, Lekki, Lagos",N/A
1 bedroom flat / apartment short let,"₦130,000per day","Omorinre Johnson, Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom terraced duplex for rent,"₦14,000,000per annum","Victoria Bay 2 Annex, Off Dr Kennedy Okonkwo Drive, Osapa, Lekki, Lagos",N/A
4 bedroom terraced duplex for rent,"₦45,000,000per annum","Parkview Ikoyi, Parkview, Ikoyi, Lagos",N/A
4 bedroom terraced duplex for sale,"₦210,000,000","Oko-oba, Agege, Lagos",N/A
3 bedroom house for rent,"₦7,000,000per annum","Seaside Estate, Badore, Ajah, Lagos",N/A
4 bedroom terraced duplex for sale,"₦100,000,000","Harris Drive, VGC, Lekki, Lagos",N/A
3 bedroom terraced duplex for sale,"₦110,000,000","Sangotedo, Ajah, Lagos",N/A
3 bedroom flat / apartment for sale,"$30,000,000approx. ₦41,880,897,900","Old Ikoyi, Ikoyi, Lagos",N/A
4 bedroom detached bungalow for rent,"₦5,000,000per annum","Elemoro Palace, Bogije, Ibeju Lekki, Lagos",N/A
2 bedroom flat / apartment short let,"₦160,000per day","Ikate, Lekki, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦200,000,000","Chevron, Lekki, Lagos",N/A
Residential land for sale,"₦110,000,000","Lbs, Ajah, Lagos",N/A
3 bedroom flat / apartment for rent,"₦35,000,000per annum","Victoria Island (VI), Lagos",N/A
Residential land for sale,"₦4,500,000","Omu Epe,along Ikorodu Ijebu Ode Expressway, Epe, Lagos",N/A
4 bedroom house for sale,"₦260,000,000","Chevron Toll Gate, Lekki, Lagos",N/A
3 bedroom house for rent,"₦10,000,000per annum","Ikate, Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"₦800,000,000","Bellavue, Life Camp, Abuja",N/A
3 bedroom terraced duplex for sale,"₦80,000,000","Pearl Spring Estate, Rumuodara, Port Harcourt, Rivers",N/A
Self contain (single rooms) short let,"₦30,000per day","Shobande Street, Akoka, Yaba, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦350,000,000","Ogba, Ikeja, Lagos",N/A
4 bedroom semi-detached duplex for rent,"₦12,000,000per annum","Chevron Alternative Road, Lekki Expressway, Lekki, Lagos",N/A
2 bedroom house for sale,"₦110,000,000","Agungi, Lekki, Lagos",N/A
5 bedroom house for sale,"₦250,000,000","Liberty Court, Osapa, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦14,000,000per annum","Ikate Elegushi, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦350,000,000","VGC, Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"₦2,300,000,000","Old Ikoyi Lagos, Old Ikoyi, Ikoyi, Lagos",N/A
2 bedroom flat / apartment for rent,"₦4,000,000per annum","Apo Resettlement, Apo, Abuja",N/A
3 bedroom flat / apartment short let,"₦150,000per day","Ikate, Lekki, Lagos",N/A
1 bedroom flat / apartment short let,"₦85,000per day","Ikate, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦980,000,000","Ikate ,lekki ,lagos , Nigeria, Ikate, Lekki, Lagos",N/A
2 bedroom flat / apartment short let,"₦160,000per day","Fully Furnished, Ikate, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦1,500,000,000","Chevron, Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"₦800,000,000","Beside Guzape Mall, Guzape District, Abuja",N/A
Residential land for sale,"₦16,000,000per plot","Opposite African Medical Center Of Excellence, Apo, Abuja",N/A
3 bedroom flat / apartment for rent,"₦60,000,000per annum","Gerrard Road, Ikoyi, Lagos",N/A
4 bedroom detached duplex for sale,"₦500,000,000","Maryland, Lagos",N/A
2 bedroom flat / apartment for rent,"₦4,500,000per annum","Eleganza Gardens, Lekki, Lagos",N/A
3 bedroom semi-detached duplex for sale,"₦370,000,000","Ikeja, Lagos",N/A
